"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","config_no_dsml Value","config_no_dsml Exposure Volume","config_no_dsml Absolute Impact","config_no_dsml Absolute Impact Confidence Interval","config_no_dsml Relative Impact","config_no_dsml Relative Impact Confidence Interval","config_no_dsml P Value","config_no_dsml Significance","config_no_dsml Coverage","config_no_dsml Relative Global Lift","config_no_dsml Absolute Global Lift"
"dbd_avg_o2_vp_rx","Metric","N/A","","mean","-0.551105","651,218","-0.565332","647,498","-0.012466","[-0.029135, +0.004202]","0.022620","[+5.2866%, -0.7625%]","0.142692","-","0.949242","0.021258","-0.011832"
"dbd_bottom_sheet_load_latency_ios","Metric","N/A","","mean","0.069671","10,468,987","0.067147","10,468,880","-0.002528","[-0.002715, -0.002341]","-0.036284","[-3.8963%, -3.3604%]","0.000000","Significant","0.906565","-0.032831","-0.002292"
"dbd_cx_retrial","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"dbd_existing_attach_rate_post_checkout","Metric","N/A","","mean","0.046567","5,603,718","0.047267","5,600,954","0.000703","[+0.000528, +0.000878]","0.015094","[+1.134%, +1.8848%]","0.000000","Significant","0.951599","0.014400","0.000669"
"dbd_funnel_checkout_error","Metric","N/A","","mean","0.000808","10,786,226","0.000817","10,784,847","0.000009","[-0.000007, +0.000025]","0.011306","[-0.8118%, +3.073%]","0.253935","-","0.952055","0.010784","0.000009"
"dbd_funnel_click_item","Metric","N/A","","mean","0.059467","10,786,226","0.060422","10,784,847","0.000947","[+0.000757, +0.001137]","0.015924","[+1.2734%, +1.9114%]","0.000000","Significant","0.952055","0.015189","0.000902"
"dbd_funnel_load_checkout","Metric","N/A","","mean","0.051760","10,786,226","0.052744","10,784,847","0.000981","[+0.000786, +0.001176]","0.018948","[+1.5183%, +2.2714%]","0.000000","Significant","0.952055","0.018074","0.000934"
"dbd_funnel_load_store","Metric","N/A","","mean","0.174925","10,786,226","0.175434","10,784,847","0.000470","[+0.000153, +0.000787]","0.002687","[+0.0875%, +0.4499%]","0.003651","Significant","0.952055","0.002546","0.000448"
"dbd_funnel_payment_error","Metric","N/A","","mean","0.000798","10,786,226","0.000806","10,784,847","0.000008","[-0.000008, +0.000024]","0.010045","[-0.9413%, +2.9504%]","0.311626","-","0.952055","0.009578","0.000008"
"dbd_funnel_tap_place_order","Metric","N/A","","mean","0.033485","10,786,226","0.034011","10,784,847","0.000526","[+0.00037, +0.000681]","0.015697","[+1.1049%, +2.0345%]","0.000000","Significant","0.952055","0.014988","0.000500"
"dbd_funnel_time_to_purchase","Metric","N/A","","mean","3.898845","724,416","3.900749","733,236","0.002027","[-0.026594, +0.030649]","0.000520","[-0.6821%, +0.7861%]","0.889581","-","0.954310","0.000496","0.001936"
"dbd_new_attach_rate_post_checkout","Metric","N/A","","mean","0.015075","4,825,002","0.015128","4,826,197","0.000051","[-0.000061, +0.000163]","0.003394","[-0.4017%, +1.0805%]","0.369380","-","0.946483","0.003215","0.000048"
"dbd_nv_trials_net_new_per_cx","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"dbd_nv_trials_per_cx","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"dbd_nv_trials_retrial_per_cx","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"dbd_o2_aov","Metric","N/A","","mean","20.176768","957,589","20.225916","965,543","0.049702","[+0.008068, +0.091337]","0.002463","[+0.04%, +0.4527%]","0.019297","Significant","0.950249","0.002344","0.047231"
"dbd_o2_gmv","Metric","N/A","","mean","2.226428","11,804,106","2.252099","11,804,307","0.025815","[+0.017672, +0.033959]","0.011595","[+0.7937%, +1.5253%]","0.000000","Significant","0.951371","0.011031","0.303152"
"dbd_o2_subtotal","Metric","N/A","","mean","13.488650","957,589","13.526338","965,543","0.038497","[+0.003973, +0.073022]","0.002854","[+0.0295%, +0.5414%]","0.028850","Significant","0.950249","0.002717","0.036584"
"dbd_o2_trials_per_cx","Metric","N/A","","mean","0.015323","11,024,101","0.015342","11,022,875","0.000017","[-0.000086, +0.000119]","0.001082","[-0.561%, +0.7773%]","0.751361","-","0.935689","0.001012","0.000016"
"dbd_o2_vp","Metric","N/A","","mean","-0.952274","957,589","-0.964669","965,543","-0.011816","[-0.027092, +0.00346]","0.012408","[+2.845%, -0.3634%]","0.129517","-","0.950249","0.011733","-0.011228"
"dbd_o2_vp_per_cx","Metric","N/A","","mean","-0.105080","11,804,106","-0.107413","11,804,307","-0.002316","[-0.004073, -0.000559]","0.022037","[+3.8757%, +0.5318%]","0.009784","Significant","0.945387","0.020834","-0.027193"
"dbd_o_2_trials_per_cx_post_checkout","Metric","N/A","","mean","0.012690","11,024,101","0.012734","11,022,875","0.000042","[-0.000052, +0.000135]","0.003307","[-0.4061%, +1.0674%]","0.379053","-","0.941946","0.003115","0.000041"
"dbd_o_2_trials_per_cx_pre_checkout","Metric","N/A","","mean","0.002634","11,024,101","0.002608","11,022,875","-0.000026","[-0.000069, +0.000016]","-0.010046","[-2.625%, +0.6157%]","0.224289","-","0.906697","-0.009109","-0.000026"
"dbd_order_frequency","Metric","N/A","","mean","1.360226","957,589","1.361282","965,543","0.001409","[-0.00103, +0.003847]","0.001036","[-0.0757%, +0.2828%]","0.257523","-","0.950249","0.000984","0.001348"
"dbd_order_frequency_14d","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"dbd_order_frequency_28d","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"dbd_order_frequency_7d","Metric","N/A","","mean","1.272778","659,390","1.274272","665,978","0.001670","[-0.000594, +0.003934]","0.001312","[-0.0467%, +0.3091%]","0.148197","-","0.612777","0.000804","0.001101"
"dbd_order_rate","Metric","N/A","","mean","0.110346","11,804,106","0.111347","11,804,307","0.001060","[+0.000715, +0.001405]","0.009606","[+0.648%, +1.2733%]","0.000000","Significant","0.950056","0.009127","0.012448"
"dbd_order_rate_7d","Metric","N/A","","mean","0.101384","8,278,043","0.102518","8,277,909","0.001197","[+0.000834, +0.001559]","0.011803","[+0.8231%, +1.5376%]","0.000000","Significant","0.611594","0.007219","0.009855"
"dbd_pcc_load_latency_ios","Metric","N/A","","mean","0.466351","5,355,238","0.465530","5,352,463","-0.000507","[-0.00109, +0.000076]","-0.001088","[-0.2338%, +0.0162%]","0.087993","-","0.512650","-0.000583","-0.000260"
"dbd_post_checkout_browsed_carousels_fyp","Metric","N/A","","mean","0.372275","10,514,029","0.371673","10,512,164","-0.000602","[-0.001235, +0.00003]","-0.001618","[-0.3318%, +0.0082%]","0.062050","-","","",""
"dbd_post_checkout_browsed_items_fyp","Metric","N/A","","mean","0.891619","10,514,029","0.888763","10,512,164","-0.002939","[-0.004656, -0.001222]","-0.003296","[-0.5222%, -0.137%]","0.000795","Significant","","",""
"dbd_post_checkout_browsed_stores","Metric","N/A","","mean","1.476115","10,514,029","1.472615","10,512,164","-0.003591","[-0.005213, -0.001968]","-0.002432","[-0.3532%, -0.1333%]","0.000014","Significant","","",""
"dbd_post_checkout_browsed_stores_fyp","Metric","N/A","","mean","0.403125","10,514,029","0.402553","10,512,164","-0.000568","[-0.001235, +0.000098]","-0.001410","[-0.3063%, +0.0244%]","0.094677","-","","",""
"dbd_post_checkout_browsed_stores_nav_bar","Metric","N/A","","mean","1.284735","10,514,029","1.281493","10,512,164","-0.003300","[-0.004793, -0.001807]","-0.002569","[-0.373%, -0.1407%]","0.000015","Significant","","",""
"dbd_post_checkout_fyp_carousel_item_depth","Metric","N/A","","mean","0.732114","7,463,298","0.729453","7,461,183","-0.002674","[-0.00391, -0.001437]","-0.003652","[-0.5341%, -0.1963%]","0.000023","Significant","","",""
"dbd_postcheckout_search_avg_click_position","Metric","N/A","","mean","2.153666","146,793","2.434864","144,545","0.279522","[-0.320715, +0.879758]","0.129789","[-14.8916%, +40.8493%]","0.361386","-","0.942165","0.123660","0.263594"
"dbd_postcheckout_search_back_button_ctr","Metric","N/A","","mean","0.174837","239,317","0.177007","236,482","0.002216","[+0.000133, +0.0043]","0.012677","[+0.0761%, +2.4594%]","0.037055","Significant","0.952957","0.012090","0.002112"
"dbd_postcheckout_search_browse_button_ctr","Metric","N/A","","mean","0.393716","239,317","0.394277","236,482","0.000567","[-0.022421, +0.023554]","0.001439","[-5.6947%, +5.9825%]","0.961468","-","0.959037","0.001370","0.000544"
"dbd_postcheckout_search_ctr","Metric","N/A","","mean","0.481645","10,514,026","0.478773","10,512,162","-0.002872","[-0.00544, -0.000303]","-0.005962","[-1.1295%, -0.063%]","0.028427","Significant","0.953955","-0.005678","-0.002738"
"dbd_postcheckout_search_nsr","Metric","N/A","","mean","0.112775","10,514,026","0.111937","10,512,162","-0.000831","[-0.002754, +0.001092]","-0.007367","[-2.4417%, +0.9683%]","0.397064","-","0.953955","-0.007051","-0.000792"
"dbd_postcheckout_searched","Metric","N/A","","mean","0.009518","9,835,222","0.009392","9,833,531","-0.000125","[-0.000188, -0.000062]","-0.013111","[-1.9724%, -0.6498%]","0.000102","Significant","0.946938","-0.012436","-0.000118"
"dbd_total_o2_gmv_1pc","Metric","N/A","","mean","0.046921","11,804,106","0.048130","11,804,307","0.001305","[+0.000266, +0.002344]","0.027808","[+0.5667%, +4.9949%]","0.013830","Significant","0.954785","0.026551","0.001342"
"dbd_total_o2_gmv_3pc","Metric","N/A","","mean","0.410355","11,804,106","0.428756","11,804,307","0.018495","[+0.015469, +0.021522]","0.045071","[+3.7697%, +5.2446%]","0.000000","Significant","0.952790","0.042943","0.019017"
"dbd_total_o2_gmv_alc","Metric","N/A","","mean","0.096921","10,726,247","0.097858","10,725,805","0.000958","[-0.000996, +0.002913]","0.009886","[-1.0279%, +3.0051%]","0.336623","-","0.945377","0.009346","0.000994"
"dbd_total_o2_gmv_flowers","Metric","N/A","","mean","0.000248","11,804,106","0.000180","11,804,307","-0.000067","[-0.000157, +0.000023]","-0.271183","[-63.4047%, +9.168%]","0.142985","-","0.945811","-0.256488","-0.000069"
"dbd_total_o2_gmv_grocery","Metric","N/A","","mean","0.265547","11,804,106","0.283146","11,804,307","0.017568","[+0.014298, +0.020837]","0.066157","[+5.3845%, +7.8468%]","0.000000","Significant","0.952347","0.063004","0.018063"
"dbd_total_o2_gmv_nv","Metric","N/A","","mean","0.848080","11,804,106","0.886127","11,804,307","0.037586","[+0.032351, +0.042821]","0.044319","[+3.8147%, +5.0491%]","0.000000","Significant","0.952160","0.042199","0.038646"
"dbd_total_o2_gmv_pets","Metric","N/A","","mean","0.009573","11,804,106","0.009379","11,804,307","-0.000169","[-0.000832, +0.000493]","-0.017695","[-8.6881%, +5.1491%]","0.616176","-","0.960568","-0.016997","-0.000174"
"dbd_total_o2_gmv_rx","Metric","N/A","","mean","1.372434","11,804,106","1.360399","11,804,307","-0.010651","[-0.016548, -0.004753]","-0.007760","[-1.2057%, -0.3463%]","0.000401","Significant","0.950989","-0.007380","-0.010951"
"dbd_total_o2_orders_1pc","Metric","N/A","","mean","0.002660","11,804,106","0.002732","11,804,307","0.000074","[+0.000025, +0.000122]","0.027715","[+0.9485%, +4.5946%]","0.002886","Significant","0.952709","0.026405","0.000076"
"dbd_total_o2_orders_3pc","Metric","N/A","","mean","0.024465","11,804,106","0.025466","11,804,307","0.001023","[+0.000865, +0.001181]","0.041813","[+3.5352%, +4.8274%]","0.000000","Significant","0.951787","0.039797","0.001052"
"dbd_total_o2_orders_alc","Metric","N/A","","mean","0.003882","11,804,106","0.003882","11,804,307","0.000002","[-0.000057, +0.000062]","0.000635","[-1.4766%, +1.6037%]","0.935544","-","0.945947","0.000601","0.000003"
"dbd_total_o2_orders_flowers","Metric","N/A","","mean","0.000006","11,804,106","0.000005","11,804,307","-0.000001","[-0.000003, +0.000001]","-0.166540","[-48.1877%, +14.8797%]","0.300613","-","0.974409","-0.162278","-0.000001"
"dbd_total_o2_orders_grocery","Metric","N/A","","mean","0.010252","11,804,106","0.010806","11,804,307","0.000560","[+0.000462, +0.000658]","0.054630","[+4.5085%, +6.4174%]","0.000000","Significant","0.951469","0.051978","0.000576"
"dbd_total_o2_orders_nv","Metric","N/A","","mean","0.041746","11,804,106","0.043378","11,804,307","0.001666","[+0.001457, +0.001876]","0.039919","[+3.4892%, +4.4946%]","0.000000","Significant","0.951225","0.037972","0.001713"
"dbd_total_o2_orders_pets","Metric","N/A","","mean","0.000236","11,804,106","0.000239","11,804,307","0.000003","[-0.00001, +0.000016]","0.013332","[-4.2835%, +6.9499%]","0.641764","-","0.957208","0.012762","0.000003"
"dbd_total_o2_orders_rx","Metric","N/A","","mean","0.071039","11,804,106","0.070476","11,804,307","-0.000504","[-0.000782, -0.000225]","-0.007092","[-1.1015%, -0.317%]","0.000394","Significant","0.949383","-0.006733","-0.000518"
"defect_ratio_overall","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"doubledash_active_user","Metric","N/A","","mean","0.081124","11,804,106","0.081797","11,804,307","0.000699","[+0.000485, +0.000913]","0.008613","[+0.5973%, +1.1253%]","0.000000","Significant","0.943522","0.008127","0.008161"
"doubledash_l_28_d_mau","Metric","N/A","","mean","0.129668","11,804,106","0.129973","11,804,307","0.000360","[+0.000104, +0.000617]","0.002780","[+0.08%, +0.476%]","0.005916","Significant","0.655946","0.001824","0.001825"
"doubledash_l_28_d_post_checkout_mau","Metric","N/A","","mean","0.109901","11,804,106","0.110255","11,804,307","0.000402","[+0.000161, +0.000642]","0.003657","[+0.1469%, +0.5845%]","0.001054","Significant","0.659438","0.002412","0.002035"
"doubledash_l_28_d_pre_checkout_mau","Metric","N/A","","mean","0.030750","11,804,106","0.030757","11,804,307","0.000026","[-0.000109, +0.000161]","0.000856","[-0.3536%, +0.5248%]","0.702445","-","0.634723","0.000543","0.000133"
"doubledash_post_checkout_active_user","Metric","N/A","","mean","0.067192","11,804,106","0.067937","11,804,307","0.000767","[+0.000569, +0.000964]","0.011413","[+0.8474%, +1.4352%]","0.000000","Significant","0.951505","0.010860","0.008958"
"doubledash_post_checkout_wau","Metric","N/A","","mean","0.037562","11,804,106","0.038005","11,804,307","0.000468","[+0.000318, +0.000619]","0.012467","[+0.8455%, +1.6479%]","0.000000","Significant","0.382305","0.004766","0.003979"
"doubledash_pre_checkout_active_user","Metric","N/A","","mean","0.017843","11,804,106","0.017796","11,804,307","-0.000039","[-0.000143, +0.000066]","-0.002171","[-0.8041%, +0.3698%]","0.468430","-","0.942648","-0.002047","-0.000453"
"doubledash_pre_checkout_wau","Metric","N/A","","mean","0.009933","11,804,106","0.009907","11,804,307","-0.000022","[-0.000101, +0.000057]","-0.002199","[-1.0139%, +0.5741%]","0.587196","-","0.368143","-0.000810","-0.000186"
"doubledash_wau","Metric","N/A","","mean","0.046142","11,804,106","0.046534","11,804,307","0.000419","[+0.000253, +0.000584]","0.009077","[+0.5492%, +1.2661%]","0.000001","Significant","0.393043","0.003568","0.003559"
"dp_paid_pause_cancel","Metric","N/A","","mean","0.016060","4,583,546","0.016026","4,580,289","-0.000036","[-0.000201, +0.000129]","-0.002233","[-1.2527%, +0.806%]","0.670652","-","0.265036","-0.000592","-0.000016"
"dsmp_perc_mx_trialers","Metric","N/A","","mean","0.244205","11,424,793","0.244209","11,425,027","-0.000043","[-0.000307, +0.00022]","-0.000178","[-0.1255%, +0.09%]","0.746330","-","0.921513","-0.000166","-0.000040"
"first_contact_resolution_rate","Metric","N/A","","mean","0.926144","339,925","0.927463","340,224","0.001302","[+0.000027, +0.002577]","0.001406","[+0.003%, +0.2782%]","0.045285","Significant","0.354881","0.000520","0.000463"
"gov_per_order_curie","Metric","N/A","","mean","36.801082","11,462,015","36.793943","11,462,214","-0.009590","[-0.027984, +0.008805]","-0.000261","[-0.076%, +0.0239%]","0.306880","-","0.938231","-0.000245","-0.008997"
"hp_session_long_term_relevance_v_2","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"hqdr_ratio","Metric","N/A","","mean","0.923916","11,578,320","0.923800","11,578,851","-0.000109","[-0.000251, +0.000033]","-0.000118","[-0.0272%, +0.0036%]","0.132573","-","0.939011","-0.000111","-0.000102"
"mx_takehome_pay_7d","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"net_revenue_per_order","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"nv_fco_all","Metric","N/A","","mean","7.697950","2,289,845","7.719492","2,297,911","0.021416","[+0.00025, +0.042583]","0.002782","[+0.0032%, +0.5532%]","0.047359","Significant","0.948806","0.002590","0.020322"
"nv_hqfr","Metric","N/A","","mean","0.838361","1,582,197","0.837985","1,587,012","-0.000347","[-0.00103, +0.000337]","-0.000413","[-0.1229%, +0.0402%]","0.320353","-","0.953193","-0.000394","-0.000330"
"nv_mau","Metric","N/A","","mean","0.269194","11,804,106","0.269579","11,804,307","0.000523","[+0.000208, +0.000838]","0.001944","[+0.0773%, +0.3114%]","0.001132","Significant","0.654849","0.001273","0.001201"
"o1_aov","Metric","N/A","","mean","37.435123","11,465,810","37.433751","11,465,888","-0.004942","[-0.023618, +0.013735]","-0.000132","[-0.0631%, +0.0367%]","0.604047","-","0.923988","-0.000123","-0.004566"
"o1_gmv","Metric","N/A","","mean","107.065774","11,804,106","107.023887","11,804,307","-0.024675","[-0.104234, +0.054884]","-0.000230","[-0.0974%, +0.0513%]","0.543268","-","0.935484","-0.000216","-0.024457"
"o1_subtotal","Metric","N/A","","mean","27.129821","11,465,810","27.129351","11,465,888","-0.002608","[-0.017718, +0.012502]","-0.000096","[-0.0653%, +0.0461%]","0.735142","-","0.923988","-0.000090","-0.002410"
"o1_vp","Metric","N/A","","mean","3.326271","11,465,810","3.322163","11,465,888","-0.002756","[-0.007666, +0.002154]","-0.000829","[-0.2305%, +0.0648%]","0.271282","-","0.923988","-0.000775","-0.002547"
"o1_vp_per_cx","Metric","N/A","","mean","9.513252","11,804,106","9.498134","11,804,307","-0.008421","[-0.02305, +0.006207]","-0.000885","[-0.2423%, +0.0652%]","0.259182","-","0.935899","-0.000828","-0.008347"
"order_frequency_per_entity_7d","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-"
"order_inflation_rate","Metric","N/A","","mean","0.177533","9,745,110","0.177464","9,743,496","-0.000063","[-0.000133, +0.000008]","-0.000354","[-0.075%, +0.0043%]","0.080817","-","0.937283","-0.000332","-0.000059"
"order_rate_per_entity_7d","Metric","N/A","","mean","2.602407","8,278,043","2.602012","8,277,909","-0.000154","[-0.001967, +0.001658]","-0.000059","[-0.0756%, +0.0637%]","0.867346","-","0.584276","-0.000035","-0.000110"
"ox_subtotal_combined","Metric","N/A","","mean","27.346864","5,987,199","27.356231","5,987,416","0.007713","[-0.010584, +0.02601]","0.000282","[-0.0387%, +0.0951%]","0.408704","-","0.591072","0.000165","0.004557"
"smb_rx_filtered_core_volume","Metric","N/A","","mean","0.393276","10,135,658","0.393462","10,134,290","0.000251","[-0.000116, +0.000617]","0.000638","[-0.0294%, +0.1569%]","0.179818","-","0.937022","0.000595","0.000235"
"variable_profit_per_order","Metric","N/A","","mean","3.202193","11,572,481","3.194952","11,572,996","-0.005689","[-0.011227, -0.00015]","-0.001777","[-0.3506%, -0.0047%]","0.044093","Significant","0.809623","-0.001610","-0.004606"
"vol_from_over_25","Metric","N/A","","mean","0.159649","11,425,065","0.159402","11,425,267","-0.000213","[-0.000438, +0.000011]","-0.001337","[-0.2745%, +0.0071%]","0.062706","-","0.935644","-0.001250","-0.000200"
