"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment Value","treatment Exposure Volume","treatment Absolute Impact","treatment Absolute Impact Confidence Interval","treatment Relative Impact","treatment Relative Impact Confidence Interval","treatment P Value","treatment Significance","treatment Coverage","treatment Relative Global Lift","treatment Absolute Global Lift"
"account_or_system_push_opt_out","Metric","N/A","","mean","0.009849","1,313,233","0.009804","1,312,804","-0.000045","[-0.000284, +0.000193]","-0.004582","[-2.8809%, +1.9644%]","0.710838","-","","",""
"active_share_7d","Metric","N/A","","mean","0.919067","1,313,233","0.919368","1,312,804","0.000233","[-0.000408, +0.000874]","0.000253","[-0.0444%, +0.0951%]","0.476513","-","","",""
"ads_promotion_promotion_cx_discount","Metric","N/A","","mean","9.454269","1,313,233","9.458363","1,312,804","0.002550","[-0.037064, +0.042164]","0.000270","[-0.392%, +0.446%]","0.899598","-","0.085696","0.000023","0.000085"
"ads_revenue","Metric","N/A","","mean","5.293760","1,313,233","5.296146","1,312,804","-0.001024","[-0.022122, +0.020075]","-0.000193","[-0.4179%, +0.3792%]","0.924248","-","0.086440","-0.000017","-0.000029"
"ad_product_NULL","Dimension","ads_revenue","","mean","0.288840","1,291,213","0.289376","1,290,918","0.000501","[-0.000575, +0.001576]","0.001733","[-0.1992%, +0.5457%]","0.361824","-","0.004865","0.000008","0.000015"
"ad_product_pm","Dimension","ads_revenue","","mean","0.569811","1,291,213","0.568644","1,290,918","-0.001152","[-0.00418, +0.001875]","-0.002022","[-0.7335%, +0.3291%]","0.455719","-","0.009598","-0.000019","-0.000033"
"ad_product_sb","Dimension","ads_revenue","","mean","0.095259","1,291,213","0.094779","1,290,918","-0.000384","[-0.001649, +0.000881]","-0.004028","[-1.7309%, +0.9253%]","0.552205","-","0.001604","-0.000006","-0.000011"
"ad_product_sl","Dimension","ads_revenue","","mean","3.400013","1,291,213","3.405596","1,290,918","0.000666","[-0.015644, +0.016975]","0.000196","[-0.4601%, +0.4993%]","0.936226","-","0.057268","0.000011","0.000019"
"ad_product_sp","Dimension","ads_revenue","","mean","0.619449","1,291,213","0.616142","1,290,918","-0.001342","[-0.007692, +0.005008]","-0.002167","[-1.2418%, +0.8085%]","0.678689","-","0.010434","-0.000023","-0.000039"
"avg_dat_mins","Metric","N/A","","mean","1221.436863","1,227,960","1220.605875","1,227,848","-0.653760","[-1.628831, +0.321311]","-0.000535","[-0.1334%, +0.0263%]","0.188811","-","0.089432","-0.000048","-0.058565"
"chex_ct_cancel_order","Metric","N/A","","mean","0.026128","1,052,794","0.026232","1,051,926","0.000109","[-0.00011, +0.000328]","0.004159","[-0.4216%, +1.2535%]","0.330405","-","","",""
"chex_ct_cart_page_conversion","Metric","N/A","","mean","0.850779","1,132,177","0.851126","1,131,425","0.000168","[-0.000358, +0.000694]","0.000197","[-0.0421%, +0.0816%]","0.532046","-","","",""
"chex_ct_cart_page_conversion_deliveries","Metric","N/A","","mean","0.836178","1,132,177","0.836498","1,131,425","0.000130","[-0.000425, +0.000684]","0.000155","[-0.0508%, +0.0818%]","0.646706","-","","",""
"chex_ct_checkout_page_load","Metric","N/A","","mean","0.905790","1,132,177","0.905799","1,131,425","-0.000118","[-0.000527, +0.000291]","-0.000130","[-0.0581%, +0.0322%]","0.572850","-","","",""
"chex_ct_place_order","Metric","N/A","","mean","0.917430","1,101,662","0.917295","1,100,934","0.000124","[-0.000384, +0.000633]","0.000136","[-0.0418%, +0.069%]","0.631416","-","","",""
"cng_order_rate_nc","Metric","N/A","","mean","2.387039","1,313,233","2.389238","1,312,804","0.004763","[-0.004029, +0.013556]","0.001996","[-0.1688%, +0.5679%]","0.288286","-","0.151609","0.000303","0.000956"
"consumer_mto","Metric","N/A","","mean","0.195315","1,313,233","0.197122","1,312,804","0.000911","[-0.001693, +0.003516]","0.004666","[-0.8668%, +1.8%]","0.492821","-","0.111983","0.000523","0.000558"
"consumer_order_frequency_l_28_d","Metric","N/A","","mean","11.104537","1,200,834","11.133764","1,199,901","0.021061","[-0.002803, +0.044925]","0.001897","[-0.0252%, +0.4046%]","0.083669","-","0.046255","0.000109","0.000974"
"consumers_mau","Metric","N/A","","mean","0.914410","1,313,233","0.913999","1,312,804","-0.000325","[-0.000972, +0.000321]","-0.000356","[-0.1063%, +0.0352%]","0.324296","-","0.046265","-0.000016","-0.000007"
"cx_app_quality_action_load_latency_android","Metric","N/A","","mean","0.007774","231,759","0.007842","230,204","0.000056","[-0.000146, +0.000259]","0.007261","[-1.8783%, +3.3306%]","0.584760","-","0.086619","0.000674","0.000005"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.744186","42","0.627907","40","-0.124417","[-0.313822, +0.064988]","-0.167185","[-42.1698%, +8.7328%]","0.197932","-","0.000000","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.006159","214,620","0.006185","213,192","0.000016","[-0.000183, +0.000215]","0.002590","[-2.9693%, +3.4874%]","0.875040","-","0.048262","0.000000","0.000000"
"action_dimension_cx_create_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.034482","28","0.047619","20","0.010609","[-0.104929, +0.126148]","0.307676","[-304.2969%, +365.8321%]","0.857172","-","0.000000","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.021952","158,257","0.022307","157,163","0.000340","[-0.000374, +0.001055]","0.015507","[-1.7024%, +4.8039%]","0.350154","-","0.011985","0.000566","0.000004"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_android","","mean","0.003787","212,203","0.003796","211,305","0.000009","[-0.000265, +0.000284]","0.002495","[-6.9887%, +7.4877%]","0.946143","-","0.015031","0.000000","0.000000"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.241788","686","0.297778","629","0.055375","[+0.006122, +0.104628]","0.229024","[+2.5319%, +43.2729%]","0.027554","Significant","0.000006","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.187333","749","0.230051","684","0.043792","[+0.002357, +0.085226]","0.233764","[+1.2585%, +45.4943%]","0.038314","Significant","0.000009","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.003802","141,707","0.003792","140,780","-0.000010","[-0.000261, +0.00024]","-0.002740","[-6.8616%, +6.3137%]","0.935033","-","0.009150","0.000000","0.000000"
"cx_app_quality_action_load_latency_ios","Metric","N/A","","mean","0.012016","985,198","0.012089","985,507","0.000078","[-0.000017, +0.000172]","0.006464","[-0.1408%, +1.4335%]","0.107527","-","0.087006","0.000600","0.000007"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.041457","119,088","0.041885","119,498","0.000421","[-0.000986, +0.001829]","0.010166","[-2.3789%, +4.412%]","0.557330","-","0.000298","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.015418","894,740","0.015544","894,954","0.000126","[-0.000005, +0.000257]","0.008164","[-0.0344%, +1.6672%]","0.060003","-","0.044629","0.000500","0.000006"
"action_dimension_cx_create_address","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.025313","178,952","0.024988","178,903","-0.000333","[-0.001239, +0.000574]","-0.013144","[-4.8953%, +2.2665%]","0.471888","-","0.000456","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.005785","827,987","0.005804","827,542","0.000018","[-0.000088, +0.000125]","0.003190","[-1.5175%, +2.1555%]","0.733521","-","0.014074","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.001996","843,322","0.001971","843,239","-0.000025","[-0.000116, +0.000066]","-0.012556","[-5.8278%, +3.3167%]","0.590423","-","0.011262","0.000000","0.000000"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.019166","305,721","0.019032","305,540","-0.000134","[-0.000725, +0.000456]","-0.006998","[-3.7809%, +2.3814%]","0.656235","-","0.001787","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.012438","313,277","0.012554","313,547","0.000115","[-0.000212, +0.000442]","0.009261","[-1.7055%, +3.5577%]","0.490355","-","0.002443","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.014018","666,039","0.014078","665,370","0.000060","[-0.000167, +0.000288]","0.004314","[-1.1899%, +2.0526%]","0.602033","-","0.009795","0.000000","0.000000"
"cx_app_quality_action_load_latency_web","Metric","N/A","","mean","0.072583","60,041","0.073401","60,486","0.000571","[-0.001824, +0.002967]","0.007871","[-2.5135%, +4.0877%]","0.640219","-","0.047895","0.000823","0.000028"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_web","","mean","0.028769","5,908","0.031294","5,865","0.002411","[-0.003581, +0.008404]","0.083815","[-12.4484%, +29.2114%]","0.430317","-","0.000531","0.000038","0.000001"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_web","","mean","0.073671","38,415","0.075267","38,368","0.001761","[-0.001051, +0.004573]","0.023902","[-1.4269%, +6.2073%]","0.219720","-","0.016369","0.000873","0.000029"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_web","","mean","0.016567","32,015","0.014361","32,181","-0.002200","[-0.005222, +0.000822]","-0.132777","[-31.5196%, +4.9642%]","0.153698","-","0.010213","-0.000666","-0.000022"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_web","","mean","0.053636","37,729","0.052748","37,872","-0.001043","[-0.004722, +0.002637]","-0.019439","[-8.8044%, +4.9167%]","0.578665","-","0.010463","-0.000331","-0.000011"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_web","","mean","0.011853","10,068","0.012507","10,263","0.000666","[-0.001712, +0.003044]","0.056192","[-14.4469%, +25.6854%]","0.583100","-","0.001565","0.000031","0.000001"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_web","","mean","0.197738","29,219","0.199727","29,743","0.001963","[-0.00623, +0.010156]","0.009926","[-3.1508%, +5.136%]","0.638689","-","0.007450","0.000445","0.000015"
"cx_app_quality_crash_android","Metric","N/A","","mean","0.000107","239,872","0.000111","238,358","0.000004","[-0.000006, +0.000014]","0.035148","[-5.8364%, +12.866%]","0.461317","-","0.091178","0.000000","0.000000"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_android","","mean","0.000072","218,488","0.000068","217,125","-0.000004","[-0.000028, +0.00002]","-0.054478","[-38.9537%, +28.058%]","0.749972","-","0.010426","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_android","","mean","0.000046","224,572","0.000049","223,403","0.000003","[-0.000005, +0.000011]","0.057173","[-11.4371%, +22.8718%]","0.513608","-","0.015143","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_android","","mean","0.000004","211,095","0.000004","209,972","0.000001","[-0.000002, +0.000003]","0.136552","[-47.7662%, +75.0767%]","0.663026","-","0.015656","0.000000","0.000000"
