"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment Value","treatment Exposure Volume","treatment Absolute Impact","treatment Absolute Impact Confidence Interval","treatment Relative Impact","treatment Relative Impact Confidence Interval","treatment P Value","treatment Significance","treatment Coverage","treatment Relative Global Lift","treatment Absolute Global Lift"
"account_or_system_push_opt_out","Metric","N/A","","mean","0.012514","1,277,381","0.012715","1,275,645","0.000201","[-0.000073, +0.000475]","0.016068","[-0.5811%, +3.7946%]","0.150037","-","","",""
"active_share_7d","Metric","N/A","","mean","0.870773","1,277,381","0.870848","1,275,645","-0.000014","[-0.000824, +0.000797]","-0.000016","[-0.0947%, +0.0915%]","0.973518","-","","",""
"ads_promotion_promotion_cx_discount","Metric","N/A","","mean","9.630172","1,277,381","9.671514","1,275,645","0.049251","[+0.013657, +0.084844]","0.005114","[+0.1418%, +0.881%]","0.006688","Significant","0.104966","0.000537","0.001903"
"ads_revenue","Metric","N/A","","mean","3.951100","1,277,381","3.950630","1,275,645","-0.000913","[-0.016478, +0.014652]","-0.000231","[-0.4171%, +0.3708%]","0.908486","-","0.091088","-0.000021","-0.000032"
"avg_dat_mins","Metric","N/A","","mean","1207.559131","1,259,651","1206.590305","1,257,852","-0.482683","[-1.42431, +0.458944]","-0.000400","[-0.1179%, +0.038%]","0.315047","-","0.092445","-0.000037","-0.044718"
"cng_order_rate_nc","Metric","N/A","","mean","1.394946","1,277,381","1.398900","1,275,645","0.002947","[-0.002737, +0.008631]","0.002113","[-0.1962%, +0.6187%]","0.309553","-","0.121764","0.000257","0.000684"
"consumer_mto","Metric","N/A","","mean","0.085641","1,277,381","0.085174","1,275,645","-0.000490","[-0.001878, +0.000897]","-0.005726","[-2.1931%, +1.048%]","0.488631","-","0.068877","-0.000394","-0.000406"
"consumer_order_frequency_l_28_d","Metric","N/A","","mean","8.403537","1,267,959","8.421223","1,266,213","0.008454","[-0.008671, +0.02558]","0.001006","[-0.1032%, +0.3044%]","0.333270","-","0.052172","0.000056","0.000441"
"consumers_mau","Metric","N/A","","mean","0.992624","1,277,381","0.992606","1,275,645","-0.000014","[-0.000224, +0.000195]","-0.000014","[-0.0225%, +0.0196%]","0.892955","-","0.052172","0.000000","0.000000"
"cx_app_quality_action_load_latency_android","Metric","N/A","","mean","0.006104","1,183,922","0.006077","1,182,407","-0.000032","[-0.00011, +0.000046]","-0.005285","[-1.8089%, +0.752%]","0.418545","-","0.459882","-0.002176","-0.000015"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.775862","111","0.682353","78","-0.048568","[-0.169601, +0.072465]","-0.062599","[-21.8596%, +9.3399%]","0.431578","-","0.000001","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.005075","1,039,703","0.005021","1,038,833","-0.000055","[-0.000132, +0.000021]","-0.010927","[-2.5974%, +0.412%]","0.154639","-","0.275578","-0.002245","-0.000015"
"action_dimension_cx_create_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.000000","32","0.021739","46","0.021739","[-0.020869, +0.064347]","","[]","0.317312","-","0.000001","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.018286","724,137","0.018338","724,042","0.000049","[-0.000262, +0.000359]","0.002656","[-1.4302%, +1.9613%]","0.758872","-","0.058118","0.000415","0.000003"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_android","","mean","0.002382","971,123","0.002370","969,590","-0.000012","[-0.000106, +0.000081]","-0.005211","[-4.4618%, +3.4195%]","0.795482","-","0.075423","0.000000","0.000000"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.226424","2,139","0.221827","2,149","-0.004547","[-0.029897, +0.020803]","-0.020081","[-13.204%, +9.1878%]","0.725181","-","0.000029","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.172993","2,056","0.182556","1,960","0.010887","[-0.012756, +0.034529]","0.062930","[-7.3737%, +19.9597%]","0.366794","-","0.000041","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.002806","672,337","0.002759","671,880","-0.000047","[-0.000152, +0.000059]","-0.016605","[-5.4242%, +2.1031%]","0.387183","-","0.049318","-0.000338","-0.000002"
"cx_app_quality_action_load_latency_ios","Metric","N/A","","mean","0.012534","57,054","0.012617","57,030","0.000144","[-0.000293, +0.00058]","0.011454","[-2.3349%, +4.6256%]","0.518915","-","0.005070","0.000000","0.000000"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.033808","5,155","0.037347","5,063","0.003539","[-0.002857, +0.009936]","0.104688","[-8.452%, +29.3896%]","0.278171","-","0.000018","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.016188","54,135","0.016372","53,954","0.000263","[-0.000347, +0.000874]","0.016267","[-2.1431%, +5.3964%]","0.397704","-","0.002729","0.000000","0.000000"
